,id,name,effect,god,rarity,tribe,mana,attack,health,type,live,set,collectable
219,940,Blessing of Magic,Gain favor equal to three times the amount of mana you have unlocked.,magic,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
220,829,"Orfeo, Champion of Deception","Backline. Deadly.<br>Hidden for 1 turn. <br>After you play a card, play this creature to the board if it's in your hand.",deception,legendary,"{'String': 'guild', 'Valid': True}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,trial,True
221,830,Lysander's Spear,"After you play a Light card,<br>add 1 durability to this relic.<br>Ability: Give +2/+2 to a creature, then remove 2 durability from this relic.",light,legendary,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,trial,True
222,301,Druidic Summons,Summon a 3/2 confused creature and a 2/3 confused creature.,nature,common,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
223,241,Servant of Inti,Roar: Give a friendly Amazon protected.,neutral,rare,"{'String': 'amazon', 'Valid': True}",3,"{'Int64': 5, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,True
224,269,Mottled Ranger,"Roar: Delve a Nature creature, and put it into your hand.",nature,common,"{'String': '', 'Valid': False}",3,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
225,272,Venerable Gryphon,Protected. Cannot attack.,neutral,rare,"{'String': 'wild', 'Valid': True}",2,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
226,297,Dead Man's Flail,"Godblitz.<br>At the end of each turn, deal 1 damage to your god.<br>Afterlife: Deal 1 damage to each creature.",war,common,"{'String': '', 'Valid': False}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,genesis,True
227,298,Runaway Trebuchet,Blitz.<br>Roar: Deal 2 damage to a random enemy creature.,war,common,"{'String': 'structure', 'Valid': True}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,True
228,299,Blacksmith Armourer,Roar: Give +1/+1 to each creature in your hand.,war,common,"{'String': 'guild', 'Valid': True}",3,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,True
229,300,Guerilla Sabotage,"Deal 2 damage to a random enemy creature. If it survives, pull it from the board into your opponent's hand.",deception,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
230,306,Blood Rage,Give a damaged friendly creature +4/+2.,war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
231,307,Out of Its Misery,"Deal 1 damage to a friendly creature. If it dies, randomly pull a creature from your deck into your hand and give it +3/+3.",war,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
232,308,Take Them All On,"Select a friendly creature. It attacks all enemy creatures on board, in random order.",war,rare,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
233,309,Demoralise,"Deal 1 damage to each damaged creature.<br>At the end of the turn, draw a card.",war,epic,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
234,100119,Flip,Add a random card from your opponent's god to your hand.,deception,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
235,100120,Memory Charm,"Target creature goes to sleep at the start of your opponent's turn.<br>Give it +1 strength, or +2 strength if it is an enemy creature.",deception,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
236,100121,Animal Bond,Randomly summon a 1/2 Badger or a 2/1 Eagle.,nature,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
237,831,Pallas' Wand,"After you play a Magic card, add 1 durability to this relic.<br>Ability: Draw a card, then remove 3 durability<br>from this relic.",magic,legendary,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': True}","{'Int64': 1, 'Valid': True}",weapon,true,trial,True
238,832,Selena's Bow,"After you play a Nature card,<br>add 1 durability to this relic.<br>Ability: Deal 2 damage to a random enemy creature, then remove 2 durability from this relic.",nature,legendary,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': True}","{'Int64': 4, 'Valid': True}",weapon,true,trial,True
239,100122,Intense Training,"At the end of your turn, give +1/+2 to a random creature in your hand.",war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
240,100123,Slayer,"If you have a relic equipped, give it +1 durability. If you don't, equip a 2/1 Hand Axe with blitz.",war,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
241,100124,Cheat,Deal 1 damage to a creature and give it hidden until the start of its controller's turn.,deception,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
242,100125,Thievery,Your god power becomes a copy of your opponent's.<br>Foresee the top card of your opponent's deck.,deception,common,"{'String': '', 'Valid': False}",0,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
243,100126,Clear Mind,Foresee 2.<br>Your god gets protected.,magic,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
244,100127,Magebolt,Deal 2 damage to an enemy creature.,magic,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",god power,true,core,False
245,828,"Neferu, Champion of Death","When this creature is summoned, deal 3 damage to each other character.<br>Afterlife: If your god has 15 health or less, pull this creature into your hand and permanently reduce its cost by 1.",death,legendary,"{'String': 'anubian', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,trial,True
246,340,Back-Alley Vendor,"Roar: Replace all anims, enchanted weapons, and runes in your hand with random legendary cards.",neutral,rare,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
247,341,Merchant Prince,Roar: Reduce the cost of all cards in your hand that did not start in your deck by 1.,deception,rare,"{'String': 'guild', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
248,324,Reformation,Set a creature's strength to 1 and give it +1 health.,light,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
249,325,Mindful Orc,"Roar: If this is your only creature on the board, it gets +2 health.",neutral,rare,"{'String': '', 'Valid': False}",3,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
250,343,"Deception, Unshrouded",Each enemy creature goes to sleep.<br>Change your god power to Larceny.,deception,legendary,"{'String': '', 'Valid': False}",7,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
251,345,The Mastermind,"Hidden.<br>Roar: Add a Mind Probe to your opponent's hand. Whenever this creature damages your opponent, add a Mind Probe to their hand.",deception,legendary,"{'String': '', 'Valid': False}",4,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
252,349,Shadow Slash,"Pick one –<br>· Deal 4 damage to a creature, or<br>· Deal 4 damage to your opponent and look at the top 4 cards of their deck.",magic,common,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
253,351,Archimedes Mirror,Any damage taken by this creature is also applied to each enemy creature.,magic,epic,"{'String': 'atlantean', 'Valid': True}",6,"{'Int64': 1, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
254,354,Sucella,"At the end of your turn, each other friendly creature gains +2/+2 and becomes confused.",nature,legendary,"{'String': '', 'Valid': False}",7,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
255,334,Sharpen,Give +3 strength to your relic and to target friendly creature for their next attack.,war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
256,335,Reborn Pharaoh,"Roar: Give a random other Anubian ""Afterlife: Pull this creature from the void into your hand.""",death,rare,"{'String': 'anubian', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
257,337,"Pandora, The Curious",Roar: Shuffle a random box into your deck.,neutral,legendary,"{'String': 'olympian', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,genesis,True
258,338,Fill the Coffers,"Add a random spell, creature, and relic from your opponent's god to your hand.",deception,epic,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
259,339,"Locusta, Solution Expert",Deadly.<br>Roar: Give a creature +3/-3.,neutral,legendary,"{'String': 'guild', 'Valid': True}",6,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
260,355,Eager Gryphon,"Whenever your opponent casts a spell, this creature gains +2 strength.",neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
261,356,Jungle Shepherd,"Backline.<br>Whenever you summon a friendly creature with strength 2 or less, add a random Anim to your hand. The Anim costs 1 extra mana.",light,rare,"{'String': 'amazon', 'Valid': True}",3,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,True
262,357,Myrto's Daughter,"Blitz.<br>Roar: Pick one –<br>· This creature gets +2/+2, or<br>· Another random friendly Amazon gets +4/+3.",nature,rare,"{'String': 'amazon', 'Valid': True}",5,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
263,359,Bucking Bronco,"Blitz. Confused.<br>When this creature attacks, each enemy creature becomes confused until the start of your next turn.",nature,epic,"{'String': 'wild', 'Valid': True}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
264,360,Black Rhino,"Confused.<br>Roar: Pick one. This creature gets –<br>· +2 strength and twin strike, or<br>· +3 health and frontline.",nature,common,"{'String': 'wild', 'Valid': True}",6,"{'Int64': 5, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,genesis,True
265,100148,Badger,Confused.,nature,common,"{'String': '', 'Valid': False}",0,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,False
266,392,Hasty Trade,Obliterate a random card in hand.<br>Add three random Atlanteans to your hand.,deception,epic,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,etherbots,True
267,393,The Iron Horse,Protected. Ward.<br>Afterlife: Summon a random anim.,neutral,legendary,"{'String': 'atlantean', 'Valid': True}",7,"{'Int64': 5, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,etherbots,True
268,394,Aether Chest,Frontline. Can't attack. Burn 2.<br>Afterlife: Add two random Atlantean's to each players hand.,neutral,legendary,"{'String': 'atlantean', 'Valid': True}",3,"{'Int64': 0, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,etherbots,True
269,833,Valka's Axe,"After you play a War card,<br>add 1 durability to this relic.<br>Ability: Deal 4 damage to each creature, then remove 3 durability from this relic.",war,legendary,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': True}","{'Int64': 1, 'Valid': True}",weapon,true,trial,True
270,835,Orfeo's Mask,"After you play a Deception card,<br>add 1 durability to this relic.<br>Ability: Pull target enemy creature<br>into your opponent's hand,<br>then remove 2 durability<br>from this relic.",deception,legendary,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,trial,True
271,305,Raiding Kraken,"At the start of your turn, set this creature's mana cost to 9 minus the number of creatures on the board.",neutral,rare,"{'String': 'wild', 'Valid': True}",9,"{'Int64': 3, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,genesis,True
272,315,Lord of Whispers,"Hidden. Flank.<br>When this creature damages your opponent, add a copy of a card from your opponent's deck to your hand.",deception,legendary,"{'String': '', 'Valid': False}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
273,322,Holy Writ,"All creatures with both strength 2 or less and health 2 or less, gain +4 health.",light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
274,323,Anoint,Double the health of a friendly creature.,light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
275,326,Devout Cleric,Roar: Give the Chosen One +1/+1 and put it one card closer to the top of your deck.,light,epic,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
276,327,Canonize,Give a creature +3/+3 and protected.,light,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
277,342,Avatar of Deception,Hidden.<br>Roar: A random enemy creature becomes confused and goes to sleep.,deception,legendary,"{'String': '', 'Valid': False}",4,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
278,346,Scales of Justice,Select two creatures and evenly distribute their strength.<br>They cannot attack gods this turn.,light,rare,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
279,352,Arcana-Daemon,Roar: Give a creature spell boost +1.,magic,common,"{'String': 'nether', 'Valid': True}",3,"{'Int64': 4, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
280,358,Avatar of Magic,"Protected. Ward. <br>Spell boost +2.<br>Whenever you cast a spell, add a copy of Beam to your hand that costs 1 mana.",magic,legendary,"{'String': '', 'Valid': False}",9,"{'Int64': 9, 'Valid': True}","{'Int64': 9, 'Valid': True}",creature,true,genesis,True
281,333,Needle-Fang Chameleon,Hidden for 1 turn.<br>Creatures damaged by this creature get burn +1.,deception,rare,"{'String': 'wild', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
282,283,Hypnos Puzzle Box,"Target creature goes to sleep.<br>Add two random runes, anims, or enchanted weapons to each god's hand.",deception,rare,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
283,353,Sign of Avarice,"At the start of your turn, you gain the ability to use your god power twice during the turn. (Mana costs still apply.)",neutral,epic,"{'String': 'nether', 'Valid': True}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
284,388,Nethersaur,Hidden for 1 turn.,deception,rare,"{'String': 'nether', 'Valid': True}",6,"{'Int64': 6, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,etherbots,True
285,1003,Arkmonian Onslaught,Give each friendly Amazon +3/+3 and twin strike.,nature,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
286,401,Light's Bidding,Roar: Transform a creature with strength 2 or less into a 2/2 Acolyte. Gain control of the Acolyte.,light,common,"{'String': '', 'Valid': False}",6,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,promo,True
287,75,Possessive Toupee,Afterlife: A random enemy creature gets +3/-1 and this afterlife effect.,neutral,legendary,"{'String': '', 'Valid': False}",1,"{'Int64': 3, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,True
288,1004,Opalised Roots,"Obliterate four random cards in your void.<br>Add four random nature cards to your hand.<br>If your void is empty, heal your god for 6.",nature,common,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
289,76,Set Oshi,"Whenever you play an anim, add a random anim to your hand.<br>Roar: Add an anim to your hand.",neutral,legendary,"{'String': '', 'Valid': False}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
290,96,Blade Trader Drosis,Roar: Delve an enchanted weapon. Put it into your hand and a copy of it into your opponent's hand.,neutral,legendary,"{'String': 'guild', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
291,1009,Netherwarp,Transform a creature into a 3/3 Netherbeast.,death,common,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
292,1011,Astric Implosion,Deal 5 damage to a creature and 3 damage to all other creatures.,magic,common,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
293,380,Atlantean Rex,,neutral,common,"{'String': 'atlantean', 'Valid': True}",6,"{'Int64': 9, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,etherbots,True
294,381,Arcane Sphere,Creatures damaged by this creature get burn +4.,neutral,common,"{'String': 'atlantean', 'Valid': True}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,etherbots,True
295,384,Magic Missile Launcher,Blitz. Leech. <br>Afterlife: Deal 2 damage to two random creatures.,war,common,"{'String': '', 'Valid': False}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,etherbots,True
296,389,Cryodyne Trident,"Blitz. Leech.<br>After your god attacks, this relic gets +1 strength.",nature,rare,"{'String': '', 'Valid': False}",3,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,etherbots,True
297,402,Blessed Chimera,Deadly. Flank. Frontline. Protected. Ward.<br>Roar: Give burn +1 to a creature.,neutral,epic,"{'String': '', 'Valid': False}",7,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,promo,True
298,836,Frenzied Ritual,Deal 12 damage to a random enemy creature and to a random friendly creature.<br>Add a random Nature card<br>to your hand.,nature,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
299,837,Enchanted Vines,Deal 3 damage to four random creatures.<br>Add a random Nature card to your hand.,nature,common,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
300,104,Raze Imp,Roar: Shuffle two random Nethers into your deck.,neutral,common,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
301,320,Pyroclastic Alchemist,Roar: Summon two 1/1 Pyroclasts.,neutral,rare,"{'String': '', 'Valid': False}",7,"{'Int64': 7, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
302,321,Forty Days,"Draw a card.<br>Give two friendly creatures ""Afterlife: Shuffle this creature into your deck.""",light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
303,336,Kidnapper,"Deadly.<br>After Kidnapper attacks a creature, pull the attacked creature into your hand.",deception,epic,"{'String': 'guild', 'Valid': True}",6,"{'Int64': 1, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
304,362,Dimension Door,Draw a card and reduce its mana cost by 1 if it costs less than your unlocked mana gems.,magic,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
305,364,"Magic, Unburdened",Transform each enemy creature into 1/1 Rats.<br>Change your god power to Seer.,magic,legendary,"{'String': '', 'Valid': False}",8,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
306,365,"Hippolyta, Divided","Roar: Pick one. This creature gets –<br>· +1/+4 and Olympian, or<br>· blitz, protected, and Amazon.",nature,legendary,"{'String': '', 'Valid': False}",6,"{'Int64': 4, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,genesis,True
307,375,Jaguar Rider,Flank.,neutral,common,"{'String': 'amazon', 'Valid': True}",4,"{'Int64': 6, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
308,376,Iron-tooth Goblin,Roar: Remove 3 durability from your opponent's relic.,neutral,common,"{'String': 'guild', 'Valid': True}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
309,377,Jackal,Roar: This creature gets +1 strength for each creature that died this turn.,neutral,common,"{'String': 'wild', 'Valid': True}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
310,1001,Carnage Sweep,"Deal 2 damage to all creatures. If you have a relic equipped, remove 3 durability and destroy all creatures instead.",war,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
311,1002,Avalanche Strike,"Deal 2 damage to a creature. If you have a relic, remove 1 durability from it and deal 12 damage instead.",war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
312,1010,Blackblood Blast,Destroy all creatures.<br>Deal 5 damage to your god.,death,common,"{'String': '', 'Valid': False}",6,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
313,382,Pyrocannon,"At the start of your turn, give burn +4 to the creature with the highest health and this relic loses 1 durability.",death,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': True}","{'Int64': 4, 'Valid': True}",weapon,true,etherbots,True
314,383,Aetherrust,Destroy a friendly Atlantean.<br>Summon two random Atlanteans from among all voids.,death,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,etherbots,True
315,385,Firewall,Cannot attack. Frontline.<br>Creatures damaged by this creature get burn +2.,neutral,common,"{'String': 'atlantean', 'Valid': True}",4,"{'Int64': 1, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,etherbots,True
316,386,Shadow Banisher,"Whenever you cast a spell, summon a Banished Shadow and this relic loses 1 durability.",magic,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': True}","{'Int64': 6, 'Valid': True}",weapon,true,etherbots,True
317,387,Protected Deamonbot,Protected.,neutral,rare,"{'String': 'nether', 'Valid': True}",5,"{'Int64': 5, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,etherbots,True
318,395,Golden Golem,Golden Golem cannot attack unless you cast a spell this turn.,neutral,legendary,"{'String': 'atlantean', 'Valid': True}",5,"{'Int64': 7, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,etherbots,True
319,838,Jaguar Staff,"Blitz.<br>After your god attacks, summon a Black Jaguar.",nature,common,"{'String': '', 'Valid': False}",5,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",weapon,true,trial,True
320,839,Dryad Seer,Afterlife: Add a random Nature card to your hand.,nature,common,"{'String': 'amazon', 'Valid': True}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,trial,True
321,840,Dionysian Bull,Confused. Regen 4. Frontline.,nature,common,"{'String': 'wild', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,trial,True
322,20,Dimension Looper,"Roar: Deal 1 damage. If you're holding an Aether, deal 3 damage instead.",magic,common,"{'String': 'mystic', 'Valid': True}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
323,841,Ornery Goat,"Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature.",nature,common,"{'String': 'wild', 'Valid': True}",3,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,trial,True
324,843,Steadfast Scout,"Roar: If you control two or more other creatures, give this creature +3/+2.",nature,rare,"{'String': 'amazon', 'Valid': True}",3,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,trial,True
325,1000,Dryder Sailweaver,Ward.,neutral,rare,"{'String': '', 'Valid': False}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
326,390,Golden Sabre,Afterlife: Heal your god for 4.,light,epic,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,etherbots,True
327,1030,Sand Scorpion,Deadly.<br>Roar: Select a creature from your void and trigger its afterlife.,death,common,"{'String': '', 'Valid': False}",5,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
328,1035,Rune Viper Tincture,Draw three cards.,magic,rare,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
329,1016,Inferno,Deal 5 damage to each enemy creature.,magic,common,"{'String': '', 'Valid': False}",7,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
330,1022,Orcish Elite,Blitz. Twin strike.,war,common,"{'String': '', 'Valid': False}",5,"{'Int64': 2, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,core,True
331,1024,Blade of Styx,Godblitz.,war,common,"{'String': '', 'Valid': False}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,core,True
332,1044,Staff of Roots,Twin strike. Blitz.<br>Afterlife: Summon a 1/1 Walking Plant.,nature,common,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,core,True
333,1046,Faeflame Blade,Twin strike. Blitz.<br>Roar: Target creature becomes confused.,nature,epic,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 4, 'Valid': True}",weapon,true,core,True
334,1048,Valewarden Minotaur,"Afterlife: Heal your god for 7. If this completely heals your god, add a random Nature card to your hand.",nature,epic,"{'String': '', 'Valid': False}",5,"{'Int64': 5, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,core,True
335,1027,Slip Blade,Godblitz. Deadly. Flank.,deception,epic,"{'String': '', 'Valid': False}",5,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,core,True
336,1049,"Gersemi, Freyja's Spear",Roar & Afterlife: Give regen +1 to each other friendly creature.,nature,legendary,"{'String': '', 'Valid': False}",3,"{'Int64': 4, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
337,1050,"Managarmr, Moon Hound","Confused.<br>Whenever this creature attacks, refresh two mana gems.",nature,legendary,"{'String': '', 'Valid': False}",3,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
